,category,language,likes,published_at,sentiment,subcategory,text,clean_text
5163,Irony,Kenyan_slang,0,2025-07-28T20:32:44Z,Negative,Mock compliment,First born wao ako 20 yrs,first born wao ako 20 yrs
5164,Cyberbullying,Kenyan_slang,1,2025-07-28T20:32:33Z,Negative,Humiliation,Huyo msee anakaa umeme chini ya maji💀,huyo msee anakaa umeme chini ya maji skull
5165,Constructive,English,0,2025-07-28T20:31:55Z,Positive,Corrective clarification,Read the riddim,read the riddim
5166,Others,English,0,2025-07-28T20:31:34Z,Positive,General Others,Mkuuuuuurugenzi,mkuurugenzi
5167,Constructive,Swahili,0,2025-07-28T20:31:32Z,Neutral,Supportive Speech,Sija watch all interview from start to end but hii namaliza😂😂😂😂,sija watch all interview from start to end but hii namaliza face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5168,Cyberbullying,Kenyan_slang,0,2025-07-28T20:31:31Z,Negative,Humiliation,Mashogodo marupeche ni nini guys😂,mashogodo marupeche ni nini guys face_with_tears_of_joy
5169,Constructive,Swahili,0,2025-07-28T20:31:16Z,Positive,Genuine feedback,Hii maisha ni fupi...Wacha watu wapendane...wamenibamba mbaya,hii maisha ni fupi...wacha watu wapendane...wamenibamba mbaya
5170,Constructive,Swahili,0,2025-07-28T20:31:05Z,Negative,Corrective clarification,"Mchele na nny😂😂😂😂😂 
Huku ndo kunabamba 😅😂",mchele na nny face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy huku ndo kunabamba grinning_face_with_sweat face_with_tears_of_joy
5171,Constructive,Kenyan_slang,0,2025-07-28T20:30:36Z,Positive,Performance-based,Dem wa real Estate,dem wa real estate
5172,Others,English,0,2025-07-28T20:29:34Z,Neutral,General Others,Teresa Mendoza,teresa mendoza
5173,Constructive,Swahili,0,2025-07-28T20:27:42Z,Positive,Performance-based,Hapo fundi hakuwa bolo,hapo fundi hakuwa bolo
5174,Constructive,Kenyan_slang,0,2025-07-28T20:27:36Z,Positive,Performance-based,Aliamua kua sober si vitu za dunia😂😂,aliamua kua sober si vitu za dunia face_with_tears_of_joy face_with_tears_of_joy
5175,Constructive,Kenyan_slang,0,2025-07-28T20:27:16Z,Neutral,Supportive Speech,Siku zombo😂,siku zombo face_with_tears_of_joy
5176,Constructive,Kenyan_slang,1,2025-07-28T20:27:12Z,Negative,Corrective clarification,Mi husoma kuhusu mafia boss😢😢.... Kumbe wako live😂😂,mi husoma kuhusu mafia boss crying_face crying_face .. kumbe wako live face_with_tears_of_joy face_with_tears_of_joy
5177,Offensive,Kenyan_slang,0,2025-07-28T20:27:12Z,Negative,Non-personal,Huyu kijana ako madudu,huyu kijana ako madudu
5178,Harmful,Kenyan_slang,0,2025-07-28T20:27:09Z,Negative,Misleading/Contextual Deception,Nani ameskia akiambiwa kata tenje😂,nani ameskia akiambiwa kata tenje face_with_tears_of_joy
5179,Harmful,Kenyan_slang,1,2025-07-28T20:27:00Z,Negative,Misleading/Contextual Deception,The money he's mentioning clearly shows he's in delulu land🤣🤣🤣,the money hes mentioning clearly shows hes in delulu land rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
5180,Constructive,Kenyan_slang,0,2025-07-28T20:26:31Z,Neutral,Decision-criticism,Nimeogopa kucomment coz we🙆🏼‍♀️🤦🏽‍♀️🤣🤣🤣,nimeogopa kucomment coz we woman_gesturing_ok_medium-light_skin_tone woman_facepalming_medium_skin_tone rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing
5181,Constructive,Kenyan_slang,1,2025-07-28T20:26:22Z,Negative,Decision-criticism,Baby daddy wangu alikua na hii vibe ikanishinda😂😂😂so ningetulia ingefika hapa aaaah failure 😅😅😅,baby daddy wangu alikua na hii vibe ikanishinda face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy so ningetulia ingefika hapa aah failure grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat
5182,Constructive,English,3,2025-07-28T20:26:22Z,Positive,Direct Insult,I saw them in  Dubai,i saw them in dubai
5183,Cyberbullying,Kenyan_slang,1,2025-07-28T20:26:00Z,Negative,Exclusion tactics,"Obinna:Si Umesema ye anaishi lavi na we unaishi utawala?
Patello: No ndio nakuambia the more you dig in to the question the more you be confused 😂😂😂😂😂😂😂
Hii imenimaliza😂😂",<person>:si umesema ye anaishi lavi na we unaishi utawala? <person>: no ndio nakuambia the more you dig in to the question the more you be confused face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy hii imenimaliza face_with_tears_of_joy face_with_tears_of_joy
5184,Irony,Kenyan_slang,21,2025-07-28T20:25:34Z,Negative,Hyperbolic understatement,Huyu Niko sure atajishindia influencer wa captain Morgan na hiyo mchezo mchezo amesema hapo,huyu niko sure atajishindia influencer wa <person> na hiyo mchezo mchezo amesema hapo
5185,Irony,Kenyan_slang,20,2025-07-28T20:25:16Z,Negative,Mock compliment,59:14 naisha 😂😂😂😂😂 naskia kunyora,59:14 naisha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy naskia kunyora
5186,Irony,Kenyan_slang,1,2025-07-28T20:24:58Z,Negative,Mock compliment,Maruchete😅,maruchete grinning_face_with_sweat
5187,Others,English,1,2025-07-28T20:24:28Z,Positive,General Others,the queen of south,the queen of south
5188,Cyberbullying,Kenyan_slang,0,2025-07-28T20:24:01Z,Negative,Trolling,Alafu unapata Thee family's bibi anapayuka kama chiriku,alafu unapata thee familys bibi anapayuka kama chiriku
5189,Constructive,Kenyan_slang,0,2025-07-28T20:23:53Z,Positive,Genuine feedback,Nimeona nusu nusu ticktock ikabidi nikujie full huku😂😂,nimeona nusu nusu ticktock ikabidi nikujie full huku face_with_tears_of_joy face_with_tears_of_joy
5190,Cyberbullying,Kenyan_slang,0,2025-07-28T20:23:41Z,Negative,Humiliation,Na story ya kushout out watu wako uache let go straight to the point,na story ya kushout out watu wako uache let go straight to the point
5191,Constructive,English,1,2025-07-28T20:22:58Z,Neutral,Supportive Speech,😂😂😂😂aaah this is nice,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy aaah this is nice
5192,Constructive,Swahili,0,2025-07-28T20:22:55Z,Neutral,Supportive Speech,Nataka kama hii sasa😊😅😅,nataka kama hii sasa smiling_face_with_smiling_eyes grinning_face_with_sweat grinning_face_with_sweat
5193,Cyberbullying,Swahili,1,2025-07-28T20:22:27Z,Negative,Exclusion tactics,Hapo kwa 500m nayo ni uongooo😂,hapo kwa 500m nayo ni uongooo face_with_tears_of_joy
5194,Others,Kenyan_slang,0,2025-07-28T20:21:18Z,Negative,General Inquiry,Wazao Ni nini,wazao ni nini
5195,Constructive,Kenyan_slang,1,2025-07-28T20:21:07Z,Positive,Supportive Speech,The woman is so cool I really like her hi ndoa ni ya kudumu,the woman is so cool i really like her hi ndoa ni ya kudumu
5196,Irony,Swahili,1,2025-07-28T20:21:00Z,Neutral,Mock compliment,Bora tuna strike na cheza😂😂😂,bora tuna strike na cheza face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5197,Cyberbullying,Kenyan_slang,0,2025-07-28T20:19:37Z,Neutral,Humiliation,"Patelo ni mjanjaaaa.
Ile design anarespond iko top.
Haezi mwaga unga",<person> ni mjanjaa. ile design anarespond iko top. haezi mwaga unga
5198,Constructive,Swahili,2,2025-07-28T20:19:30Z,Positive,Supportive Speech,Eeeiiiyy ntapata wapi Dee wangu😢😂😂l🎉❤,eeeiiiyy ntapata wapi <person> wangu crying_face face_with_tears_of_joy face_with_tears_of_joy l party_popper red_heart
5199,Constructive,Kenyan_slang,0,2025-07-28T20:18:46Z,Neutral,Supportive Speech,Ile furaha ilikuwa hiyo harusi ni true,ile furaha ilikuwa hiyo harusi ni true
5200,Cyberbullying,English,1,2025-07-28T20:18:20Z,Negative,Humiliation,Obinna is not feeling safe😂,<person> is not feeling safe face_with_tears_of_joy
5201,Others,Kenyan_slang,0,2025-07-28T20:18:14Z,Positive,General Others,Mauru unit👊,mauru unit oncoming_fist
5202,Constructive,English,0,2025-07-28T20:17:44Z,Positive,Supportive Speech,Loving this interview I swear 😂❤,loving this interview i swear face_with_tears_of_joy red_heart
5203,Cyberbullying,Kenyan_slang,0,2025-07-28T20:17:41Z,Negative,Trolling,Mpaka amemeza kacheng manzee 😂😂,mpaka amemeza kacheng manzee face_with_tears_of_joy face_with_tears_of_joy
5204,Constructive,English,6,2025-07-28T20:17:39Z,Positive,Supportive Speech,Dee is a Muslim she has children but am happy for her,<person> is a muslim she has children but am happy for her
5205,Offensive,Kenyan_slang,0,2025-07-28T20:17:34Z,Negative,Non-personal,Show imeisha nikafeel vibaya man,show imeisha nikafeel vibaya man
5206,Irony,English,1,2025-07-28T20:17:33Z,Negative,Mock compliment,The lady is good but I feel like she’s in her 40’s,the lady is good but i feel like shes in her 40s
5207,Constructive,Kenyan_slang,2,2025-07-28T20:17:12Z,Positive,Supportive Speech,Patelo ghetto prezz😂wakudumu watadumu👊,<person> ghetto prezz face_with_tears_of_joy wakudumu watadumu oncoming_fist
5208,Cyberbullying,Kenyan_slang,0,2025-07-28T20:16:24Z,Negative,Trolling,Hawa wanaosha pesa,hawa wanaosha pesa
5209,Constructive,Swahili,0,2025-07-28T20:15:00Z,Positive,Genuine feedback,Wenye wanaelewa wanaelewa!!,wenye wanaelewa wanaelewa!!
5210,Irony,Swahili,0,2025-07-28T20:14:49Z,Negative,Mock compliment,Kama she's 29 basi am 15,kama shes 29 basi am 15
5211,Constructive,Kenyan_slang,0,2025-07-28T20:14:39Z,Neutral,Corrective clarification,If you know you know...ni kufocus na bidii,if you know you know...ni kufocus na bidii
5212,Constructive,Kenyan_slang,0,2025-07-28T20:14:20Z,Neutral,Decision-criticism,Wazazi walisemaje kuhusu wedo,wazazi walisemaje kuhusu wedo
5213,Constructive,Kenyan_slang,34,2025-07-28T20:14:05Z,Neutral,Supportive Speech,Imagine bad boys huwa na true love🎉🎉❤❤,imagine bad boys huwa na true love party_popper party_popper red_heart red_heart
5214,Constructive,Swahili,2,2025-07-28T20:13:43Z,Positive,Supportive Speech,"The guy is super wise, you can't get him easily 😅😅😅","the guy is super wise, you cant get him easily grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat"
5215,Constructive,English,0,2025-07-28T20:13:35Z,Positive,Supportive Speech,l love this interview😂😂😂,l love this interview face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5216,Irony,English,1,2025-07-28T20:12:04Z,Negative,Mock compliment,Noo the more you ding in the question the more you be confused 👊👊,noo the more you ding in the question the more you be confused oncoming_fist oncoming_fist
5217,Constructive,English,4,2025-07-28T20:12:00Z,Positive,Supportive Speech,I love the spirit with the husband,i love the spirit with the husband
5218,Irony,Kenyan_slang,0,2025-07-28T20:11:15Z,Negative,Mock compliment,😂😂😂 ruto amefunza uyu kujiuliza swali na kujijibu ile ameulizwa ataki😂😂😂😂 adi nkamiss ruto wa zamani man what changed agh😂😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy <person> amefunza uyu kujiuliza swali na kujijibu ile ameulizwa ataki face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy adi nkamiss <person> wa zamani man what changed agh face_with_tears_of_joy face_with_tears_of_joy
5219,Irony,Kenyan_slang,1,2025-07-28T20:11:01Z,Negative,Mock compliment,"Obinna:Huogopi kuingia chum mbaya
Partelo: Izo chum ndo zetu
😂😂😂😂",<person>:huogopi kuingia chum mbaya partelo: izo chum ndo zetu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5220,Others,English,0,2025-07-28T20:10:59Z,Neutral,General Others,Vj Patel ❤❤,vj patel red_heart red_heart
5221,Others,Kenyan_slang,0,2025-07-28T20:10:55Z,Negative,General Others,Uuuuui,uuui
5222,Harmful,Swahili,0,2025-07-28T20:10:44Z,Negative,Non-personal,Hii nayo imeweza Obinna,hii nayo imeweza <person>
5223,Cyberbullying,English,0,2025-07-28T20:10:42Z,Positive,Body shaming,Dee is over 40,<person> is over 40
5224,Offensive,Swahili,0,2025-07-28T20:10:39Z,Negative,Non-personal,Hawa watu wametupanga,hawa watu wametupanga
5225,Constructive,English,0,2025-07-28T20:10:20Z,Positive,Supportive Speech,Najua hii interview itahit 1M after some few days😂😂❤❤❤,najua hii interview itahit 1m after some few days face_with_tears_of_joy face_with_tears_of_joy red_heart red_heart red_heart
5226,Cyberbullying,Kenyan_slang,1,2025-07-28T20:10:01Z,Negative,Humiliation,🤣🤣🤣🤣🤣🤣ati harusi ili cost 500 million gown  1.6 million suti  yake 1.7 yake pekeake mabeshte 2.2 million kijana tema chaves 😂😂😂😂😂😂😂😂😂😂 ata jaba aiezi leta story kama hii😂😂😂😂😂😂cake ilikua impotent from dubai chaves mbaya 😂😂😂😂😂😂😂😂😂😂,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing ati harusi ili cost 500 million gown 1.6 million suti yake 1.7 yake pekeake mabeshte 2.2 million kijana tema chaves face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ata jaba aiezi leta story kama hii face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy cake ilikua impotent from dubai chaves mbaya face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
5227,Constructive,English,1,2025-07-28T20:09:27Z,Positive,Supportive Speech,Big up Theee Patelos,big up theee patelos
5228,Constructive,English,1,2025-07-28T20:09:00Z,Positive,Supportive Speech,Big up Patelo,big up <person>
5229,Irony,Swahili,1,2025-07-28T20:09:00Z,Negative,Mock compliment,Nipate msichana mdogo kama huyu pls😔😊,nipate msichana mdogo kama huyu pls pensive_face smiling_face_with_smiling_eyes
5230,Constructive,Swahili,512,2025-07-28T20:08:48Z,Positive,Supportive Speech,Ka uko kwa bed ukiwatch gonga like ukinipitiangaa😂😂,ka uko kwa bed ukiwatch gonga like ukinipitiangaa face_with_tears_of_joy face_with_tears_of_joy
5231,Constructive,Kenyan_slang,0,2025-07-28T20:08:28Z,Negative,Decision-criticism,😂😂😂😂 fife hundred million 😂,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fife hundred million face_with_tears_of_joy
5232,Constructive,Kenyan_slang,0,2025-07-28T20:08:20Z,Neutral,Supportive Speech,"ilove this lady, very smart  , pesa haidai kelele ❤❤","ilove this lady, very smart , pesa haidai kelele red_heart red_heart"
5233,Constructive,English,98,2025-07-28T20:07:43Z,Positive,Supportive Speech,My first time watching Obina show because of this new wedded couple,my first time watching <person> show because of this new wedded couple
5234,Constructive,English,0,2025-07-28T20:07:41Z,Neutral,Supportive Speech,I enjoyed this for real ❤,i enjoyed this for real red_heart
5235,Irony,Kenyan_slang,0,2025-07-28T20:07:04Z,Negative,Mock compliment,Ati mengi sumu😅,ati mengi sumu grinning_face_with_sweat
5236,Cyberbullying,Kenyan_slang,0,2025-07-28T20:06:48Z,Negative,Humiliation,"Nimetoka Instagram,,,mpasho gram 😂","nimetoka instagram,,,mpasho gram face_with_tears_of_joy"
5237,Constructive,Swahili,1,2025-07-28T20:06:19Z,Neutral,Genuine feedback,Mm kwanza nimetoka kwa wedo😂😂,mm kwanza nimetoka kwa wedo face_with_tears_of_joy face_with_tears_of_joy
5238,Constructive,English,1,2025-07-28T20:06:07Z,Neutral,Genuine Praise,A beautiful wife ❤,a beautiful wife red_heart
5239,Constructive,Swahili,0,2025-07-28T20:06:01Z,Positive,Genuine feedback,Leo nayo sikua nmecheka thanks partelo😂😂,leo nayo sikua nmecheka thanks partelo face_with_tears_of_joy face_with_tears_of_joy
5240,Constructive,Swahili,0,2025-07-28T20:05:47Z,Neutral,Decision-criticism,Nataka Kama huyu 😅,nataka kama huyu grinning_face_with_sweat
5241,Irony,Kenyan_slang,22,2025-07-28T20:05:42Z,Negative,Mock compliment,500M ....aje ...hivo tuu😂😂😂😂😂😂😂😂😂😂😂,500m ..aje ...hivo tuu face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
