,category,language,likes,published_at,sentiment,subcategory,text,clean_text
3380,Constructive Criticism,Code Switching,2,2026-01-31T18:58:30Z,Positive,Supportive Speech,Ni mbaya 🔥🔥🔥,ni mbaya fire fire fire
3381,Others,Sheng,0,2026-01-31T18:57:16Z,Neutral,General Others,Najihusisha kama ikona manotii 🏆💯🤑,najihusisha kama <name> <name> <name> <name> moneymouthface
3382,Constructive Criticism,Sheng,0,2026-01-31T18:57:10Z,Positive,Supportive Speech,Hawakuwezi mzing💯👊,<name> mzing hundredpoints oncomingfist
3383,Others,Sheng,4,2026-01-31T18:54:27Z,Neutral,General Others,Lowkey dereva nimejifanya abiria🤔 on 🔥,lowkey dereva nimejifanya abiria <name> on fire
3384,Others,Sheng,0,2026-01-31T18:53:00Z,Neutral,General Others,"Manna T to the world🔥🔥..
Nimejitambua siitaji hizo trophies🔥🔥❤",<name> t to the world fire fire .. <name> siitaji hizo trophies fire fire redheart
3385,Constructive Criticism,Plain Emoji,1,2026-01-31T18:52:02Z,Positive,Supportive Speech,❤❤❤,redheart redheart redheart
3386,Others,Code Switching,1,2026-01-31T18:51:10Z,Neutral,General Others,Nilikua fan lakini sahii mimi ni air-conditioner....,nilikua fan lakini sahii <name> <name> <name> <name> <name> ..
3387,Constructive Criticism,Code Switching,0,2026-01-31T18:49:11Z,Positive,Genuine Praise,Mnisaaaa🎉,<name> partypopper
3388,Constructive Criticism,Sheng,0,2026-01-31T18:46:31Z,Positive,Supportive Speech,banger jamo na OG itakua genje mpaka mayolo💯👊,banger jamo na og itakua genje <name> <name> hundredpoints oncomingfist
3389,Constructive Criticism,Sheng,1,2026-01-31T18:45:33Z,Positive,Genuine Praise,Mbwekse mbwekse👊👊,mbwekse mbwekse oncomingfist oncomingfist
3390,Constructive Criticism,Sheng,2,2026-01-31T18:44:33Z,Positive,Genuine Praise,Mboka Doba 🔥💯,<name> <name> fire hundredpoints
3391,Others,Sheng,0,2026-01-31T18:37:15Z,Neutral,General Others,"Mnisa ww unaona nani gondi ,hepa ukiniona na Omondi ,,,,,😢 3:10","<name> <name> <name> <name> <name> , hepa ukiniona na <name> , , , , , cryingface 310"
3392,Constructive Criticism,Code Switching,0,2026-01-31T18:34:48Z,Positive,Genuine feedback,The visuals are insaneeee ❤😭🫶🏾 and the song ... off the charts... everyone deserves their flowers .... hii imenasa fs 💯,the visuals are insanee redheart loudlycryingface hearthandsmediumdarkskintone and the song .. off the charts .. everyone deserves their flowers .. hii imenasa fs hundredpoints
3393,Others,Code Switching,0,2026-01-31T18:34:38Z,Neutral,General Others,Me ni dosi na choma Hadi nyongi😅,me ni dosi na choma hadi nyongi grinningfacewithsweat
3394,Constructive Criticism,Code Switching,0,2026-01-31T18:34:29Z,Positive,Genuine feedback,Toxic hajai bahatisha.♨ tukipatana akuna impact utamke🥱,<name> hajai bahatisha . <name> <name> <name> impact utamkeyawningface
3395,Constructive Criticism,Sheng,0,2026-01-31T18:31:29Z,Positive,Genuine Praise,Mboka Doba 🎉🎉,<name> <name> partypopper partypopper
3396,Others,Sheng,0,2026-01-31T18:29:14Z,Neutral,General Others,Warena,<name>
3397,Others,Sheng,0,2026-01-31T18:27:55Z,Neutral,General Others,Nimeskia tuu “ tamaa ya doo na uko na allergy ya kusota”.😂😂😂😂😂,<name> tuu tamaa ya doo na uko na allergy ya kusota . facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy
3398,Others,Sheng,0,2026-01-31T18:14:31Z,Neutral,General Others,Ninajitambua staki hizo trophy❤🎉,ninajitambua staki hizo trophy redheart partypopper
3399,Others,Sheng,1,2026-01-31T18:11:24Z,Neutral,General Others,"Ndo maana beef za uduu nanyamazia  
Wananiuzia uoga hiyo maziwa sijatenga 🔥🔥🔥",ndo maana beef za uduu nanyamazia wananiuzia uoga hiyo maziwa sijatenga fire fire fire
3400,Constructive Criticism,English,1,2026-01-31T18:11:02Z,Positive,Supportive Speech,Skillibeng 😅🇰🇪🇰🇪🔥🔥💯,<name> grinningfacewithsweat <name> <name> <name> <name> fire fire hundredpoints
3401,Constructive Criticism,English,0,2026-01-31T18:10:14Z,Positive,Supportive Speech,Our own skilibeng😊,our own <name> smilingfacewithsmilingeyes
3402,Others,Sheng,0,2026-01-31T18:08:03Z,Neutral,General Others,Lowkey staki uchafu kwa maziwa 🚀,lowkey staki uchafu kwa maziwa rocket
3403,Constructive Criticism,Plain Emoji,0,2026-01-31T18:05:56Z,Positive,Genuine Praise,🔥🔥🙌🙌,fire fire raisinghands raisinghands
3404,Constructive Criticism,Code Switching,0,2026-01-31T18:04:51Z,Positive,Genuine feedback,Video imeenda shule,video imeenda shule
3405,Constructive Criticism,Code Switching,0,2026-01-31T18:01:55Z,Positive,Genuine Praise,Creativityy🔥🔥🔥,creativityy fire fire fire
3406,Constructive Criticism,Sheng,0,2026-01-31T18:00:06Z,Positive,Genuine Praise,Lyricali siku zombo,<name> siku zombo
3407,Constructive Criticism,Code Switching,1,2026-01-31T17:59:50Z,Positive,Supportive Speech,I need 1k likes nitulie😢😢😢,i need 1k likes nitulie cryingface cryingface cryingface
3408,Others,Sheng,0,2026-01-31T17:59:02Z,Neutral,General Others,Sijui kama umenotice ...😂,sijui kama umenotice .. facewithtearsofjoy
3409,Others,Code Switching,1,2026-01-31T17:58:03Z,Neutral,General Others,Low key,low key
3410,Constructive Criticism,English,0,2026-01-31T17:55:45Z,Positive,Supportive Speech,i’m the only burundian who support and like my favorite suprsatar toxic lyricali,i m the only burundian who support and like my favorite suprsatar <name>
3411,Constructive Criticism,Sheng,0,2026-01-31T17:54:56Z,Neutral,Performance-based,Inapea wasani stress😢😢😢,inapea wasani stress cryingface cryingface cryingface
3412,Constructive Criticism,Code Switching,0,2026-01-31T17:52:56Z,Positive,Genuine Praise,Wanareeeee🔥🔥🔥🔥,wanaree fire fire fire fire
3413,Constructive Criticism,Code Switching,0,2026-01-31T17:52:33Z,Positive,Genuine Praise,Fire si fire,fire si fire
3414,Constructive Criticism,Sheng,0,2026-01-31T17:51:32Z,Positive,Genuine Praise,kali🔥🔥💯,kali fire fire hundredpoints
3415,Constructive Criticism,Code Switching,0,2026-01-31T17:50:41Z,Positive,Supportive Speech,Huyu ndio gangster wangu bna 💯,huyu ndio gangster wangu bna hundredpoints
3416,Constructive Criticism,Code Switching,2,2026-01-31T17:45:22Z,Positive,Genuine Praise,Ground kunaree 🔥🔥,ground kunaree fire fire
3417,Constructive Criticism,Sheng,0,2026-01-31T17:41:39Z,Positive,Genuine Praise,Ngorii🔥,ngorii fire
3418,Others,Sheng,0,2026-01-31T17:37:07Z,Neutral,General Others,HEPA 😢,hepa cryingface
3419,Others,Code Switching,0,2026-01-31T17:36:22Z,Neutral,General Others,"“Sipendi drama.
Ukileta stress, nakuacha on read mpaka uheal 😌🔥”","sipendi drama . ukileta stress , nakuacha on read <name> <name> relievedface fire"
3420,Others,Sheng,0,2026-01-31T17:35:55Z,Neutral,General Others,nugu nugu biashara na maploti ni lazima,nugu nugu biashara <name> <name> <name> lazima
3421,Constructive Criticism,Plain Emoji,0,2026-01-31T17:35:26Z,Positive,Supportive Speech,❤,redheart
3422,Constructive Criticism,Code Switching,0,2026-01-31T17:34:41Z,Neutral,Performance-based,"Toxic mkali kuliko jua kali,dizain anaroga nikama anachezea hao marapper boka.anatema strength punch.","<name> <name> <name> jua kali , dizain anaroga nikama anachezea <name> <name> boka.anatema strength punch ."
3423,Others,Code Switching,0,2026-01-31T17:33:49Z,Neutral,General Others,"Ex wangu alinifundisha kitu moja muhimu:
Red flags haziwi decoration 😂🚩
Asante for the lesson 😌✌️ 0:47",ex wangu <name> <name> moja muhimu red flags haziwi decoration facewithtearsofjoy <name> <name> <name> for the lesson relievedface victoryhand 047
3424,Constructive Criticism,Sheng,0,2026-01-31T17:33:38Z,Positive,Genuine feedback,MbokaDoda.....❤❤,mbokadoda .. redheart redheart
3425,Constructive Criticism,Sheng,2,2026-01-31T17:32:07Z,Positive,Genuine Praise,Siku zombo best ❤,siku zombo best redheart
3426,Others,Sheng,0,2026-01-31T17:31:57Z,Neutral,General Others,Man a bad nmezoea mikosi,man a bad nmezoea mikosi
3427,Constructive Criticism,Sheng,0,2026-01-31T17:31:11Z,Positive,Supportive Speech,Ni mbaya mboka doba siku zote,ni mbaya mboka <name> siku zote
3428,Others,Sheng,0,2026-01-31T17:31:10Z,Neutral,General Others,"Lowkey ni za ki dosiiiii ,hits harder if account is loaded 😝💪🏾💰","lowkey ni <name> <name> <name> , hits harder if account is loaded squintingfacewithtongue flexedbiceps mediumdarkskintone moneybag"
3429,Constructive Criticism,Code Switching,1,2026-01-31T17:27:37Z,Positive,Supportive Speech,This now is the best for all now Kenya on the top juu yako g,this now is the best for all now <name> on the top juu yako g
3430,Constructive Criticism,Code Switching,0,2026-01-31T17:24:04Z,Positive,Supportive Speech,Full buda💯💯💯,full buda hundredpoints hundredpoints hundredpoints
3431,Constructive Criticism,Sheng,3,2026-01-31T17:21:22Z,Positive,Genuine Praise,Geeenje aki walai🔥🔥🔥👉🧠,geenje aki walai fire fire fire backhandindexpointingright brain
3432,Constructive Criticism,Code Switching,0,2026-01-31T17:20:29Z,Positive,Genuine Praise,Waah!!...mshafika Uhuru park??...pia mm nakuanga nmekutambua🤗,waah!! .. mshafika uhuru park?? .. <name> <name> nakuanga nmekutambua smilingfacewithopenhands
3433,Others,Code Switching,0,2026-01-31T17:19:08Z,Neutral,General Others,Low key,low key
3434,Constructive Criticism,Code Switching,1,2026-01-31T17:18:36Z,Positive,Supportive Speech,Tutrace mameter na views ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,tutrace mameter na views redheart fire redheart fire redheart fire redheart fire redheart fire
3435,Offensive,Code Switching,0,2026-01-31T17:17:50Z,Negative,Vulgar language (Matusi),"""Beef za udo nanyamazia"".......we all know the donkey this bar was aimed at😅😅😅",beef za udo <name> .. we all know the donkey this bar was aimed at grinningfacewithsweat grinningfacewithsweat grinningfacewithsweat
3436,Constructive Criticism,Code Switching,1,2026-01-31T17:06:07Z,Positive,Genuine Praise,BIG UP beats africa🔥🔥....hiii beat ni mbaya🙇🙌,big up beats africa fire fire .. hii beat ni mbaya personbowing raisinghands
3437,Constructive Criticism,Sheng,0,2026-01-31T17:05:18Z,Neutral,Performance-based,𝒉𝒖𝒌𝒊𝒕𝒂𝒎𝒃𝒖𝒂 𝒎𝒌𝒖𝒖 𝒏𝒂 𝒏𝒆𝒘 𝒔𝒐𝒏𝒈 𝒈𝒐𝒏𝒈𝒂 𝒍𝒊𝒌𝒆 𝒕𝒖𝒌𝒊𝒔𝒐𝒏𝒈𝒂🤲💪💪🫵⛓️⛓️⛓️💥💥💥,<name> <name> palmsuptogether flexedbiceps flexedbiceps indexpointingattheviewer chains chains chains collision collision collision
3438,Constructive Criticism,English,0,2026-01-31T17:00:50Z,Positive,Genuine Praise,This is guy so talented,this is guy so talented
3439,Constructive Criticism,Sheng,0,2026-01-31T16:59:13Z,Positive,Genuine Praise,mboka nn kaa si doba ⚔️📿,mboka nn kaa si doba crossedswords <name>
3440,Others,Code Switching,2,2026-01-31T16:58:54Z,Neutral,General Others,Ni mbayaa we jua Kenya hakuna kitu ikosi💯💯💯💯🤘,ni mbayaa we jua <name> hakuna kitu ikosi hundredpoints hundredpoints hundredpoints hundredpoints signofthehorns
3441,Others,Code Switching,1,2026-01-31T16:58:24Z,Neutral,Spam,https://youtu.be/b8yyS1-4RGY?si=29LkewI4ACPCHpIm,
3442,Others,Code Switching,0,2026-01-31T16:58:03Z,Neutral,Spam,https://youtu.be/HTXSwEQtC8g?si=MfxRw0QpedeULjHF,
3443,Constructive Criticism,Sheng,0,2026-01-31T16:57:11Z,Positive,Genuine Praise,Mboka doba⭐🔥🐊,mboka <name> star fire crocodile
3444,Others,Code Switching,2,2026-01-31T16:56:19Z,Neutral,General Others,najihusisha kama ikona manoti,najihusisha kama <name> <name>
3445,Constructive Criticism,Sheng,1,2026-01-31T16:56:13Z,Positive,Genuine Praise,MBOKA DOBA 🔥🫡,mboka doba fire salutingface
3446,Others,Sheng,1,2026-01-31T16:56:12Z,Neutral,General Others,"Ndio maana  beef zao tunanyamazia,,😂🫴",ndio maana beef <name> <name> facewithtearsofjoy palmuphand
3447,Constructive Criticism,Code Switching,0,2026-01-31T16:54:40Z,Positive,Supportive Speech,Toxic goat 🎉,<name> goat partypopper
3448,Others,English,0,2026-01-31T16:54:22Z,Neutral,General Others,This guy is something else,this guy is something else
3449,Constructive Criticism,Code Switching,0,2026-01-31T16:54:03Z,Positive,Genuine Praise,Bruup bruuup,bruup bruup
3450,Others,Sheng,0,2026-01-31T16:52:38Z,Neutral,General Others,❤❤ mana bad nimezoea mikosi,redheart redheart mana bad nimezoea mikosi
3451,Others,Swahili,0,2026-01-31T16:51:28Z,Neutral,General Others,Huwezi ngam nikipita,huwezi ngam nikipita
3452,Others,Code Switching,0,2026-01-31T16:48:16Z,Neutral,General Others,Na ji husisha kama ikona Imanoti,na ji husisha kama ikona imanoti
3453,Others,Code Switching,0,2026-01-31T16:46:31Z,Neutral,General Others,Ndio uyo🍁,ndio uyo mapleleaf
3454,Constructive Criticism,Sheng,0,2026-01-31T16:46:09Z,Positive,Genuine Praise,Mboka doba❤,mboka <name> redheart
3455,Constructive Criticism,Sheng,0,2026-01-31T16:42:20Z,Positive,Genuine feedback,Vida Kali 👌🏾,<name> <name> <name> <name>
3456,Constructive Criticism,Sheng,1,2026-01-31T16:41:11Z,Positive,Supportive Speech,onyi Tulia ssa tumetiii🪖🍁🔥,onyi tulia ssa tumetiimilitaryhelmet mapleleaf fire
3457,Others,Sheng,1,2026-01-31T16:39:20Z,Neutral,General Others,Mimi ni dossi na bado na choma nyongi😒💀🔥,<name> ni dossi na bado na choma nyongi unamusedface skull fire
3458,Others,Code Switching,0,2026-01-31T16:39:20Z,Neutral,General Others,Nimejitambua sitaki hizo trophies 🔥🔥,<name> <name> <name> trophies fire fire
3459,Constructive Criticism,Code Switching,1,2026-01-31T16:34:56Z,Positive,Supportive Speech,Toxic ako apa kustay,<name> <name> apa kustay
3460,Others,Sheng,2,2026-01-31T16:33:29Z,Neutral,General Others,Mununue bulbs kwangu nipate za cabbage,mununue bulbs kwangu nipate za cabbage
3461,Constructive Criticism,Sheng,0,2026-01-31T16:26:13Z,Positive,Genuine Praise,Mboka doba,mboka <name>
3462,Constructive Criticism,Code Switching,0,2026-01-31T16:26:10Z,Positive,Genuine Praise,Respect ❤❤❤ kaka napenda  jooh❤,respect redheart redheart redheart <name> <name> jooh redheart
3463,Constructive Criticism,Sheng,0,2026-01-31T16:25:20Z,Positive,Supportive Speech,Mana T siku zomboo🔥🔥,<name> siku zomboo fire fire
3464,Constructive Criticism,English,0,2026-01-31T16:22:59Z,Positive,Genuine feedback,The way the walk very creative,the way the walk very creative
3465,Constructive Criticism,Sheng,0,2026-01-31T16:16:50Z,Positive,Genuine Praise,Mboka doba man a T,mboka <name> man a t
3466,Constructive Criticism,Code Switching,0,2026-01-31T16:13:20Z,Positive,Genuine feedback,𝒃𝒆𝒂𝒕𝒔 𝒊𝒌𝒐 𝒃𝒆𝒔𝒕 𝒃𝒂𝒏𝒂,
3467,Constructive Criticism,Plain Emoji,0,2026-01-31T16:11:06Z,Positive,Genuine Praise,🔥🔥🔥,fire fire fire
3468,Others,Sheng,0,2026-01-31T16:10:03Z,Neutral,General Others,lowkey🔥🔥 namaliza hadi nyongi🔥,lowkey fire fire namaliza hadi nyongi fire
3469,Constructive Criticism,Sheng,0,2026-01-31T16:07:36Z,Positive,Supportive Speech,Mboka doba siku zombe,mboka <name> siku <name>
3470,Constructive Criticism,Code Switching,1,2026-01-31T16:05:13Z,Positive,Genuine Praise,Sema TOXIC LYRIKALI😋,sema <name> facesavoringfood
3471,Constructive Criticism,Sheng,0,2026-01-31T16:04:49Z,Positive,Genuine Praise,Kali,<name>
3472,Constructive Criticism,Plain Emoji,0,2026-01-31T16:04:20Z,Positive,Supportive Speech,🔥🔥🔥,fire fire fire
3473,Constructive Criticism,Sheng,0,2026-01-31T15:58:39Z,Positive,Genuine Praise,Mboka doba siku zote,mboka <name> siku zote
3474,Constructive Criticism,Sheng,1,2026-01-31T15:54:42Z,Positive,Supportive Speech,Kijana amerudy ryko,kijana amerudy ryko
3475,Constructive Criticism,Plain Emoji,0,2026-01-31T15:53:03Z,Positive,Genuine Praise,🔥🔥🔥,fire fire fire
3476,Others,Sheng,0,2026-01-31T15:51:41Z,Neutral,General Others,Mana bad nimezoea mikoso .............usilete za uso usipatikane ukipost,mana bad nimezoea mikoso .. <name> <name> uso usipatikane ukipost
3477,Constructive Criticism,Code Switching,0,2026-01-31T15:50:22Z,Positive,Supportive Speech,Vile nacheza lowkeey,vile nacheza lowkeey
3478,Constructive Criticism,Code Switching,1,2026-01-31T15:47:26Z,Positive,Genuine feedback,Omoke went hard on the vid🔥🔥,omoke went hard on the vid fire fire
3479,Constructive Criticism,Code Switching,2,2026-01-31T15:46:18Z,Neutral,Performance-based,"Ka dem naeza tell man dem 
Kufika hii Level labdà wa barn dem 
Juu niafala waezi tu tell 
4w 🔥 mboka doba💀fly my G🤘",<name> <name> naeza tell man <name> <name> <name> <name> <name> labd wa barn dem <name> <name> waezi tu tell 4w fire mboka <name> skull fly my g signofthehorns
3480,Constructive Criticism,Code Switching,1,2026-01-31T15:41:05Z,Positive,Supportive Speech,Manna Ttt❤❤,manna ttt redheart redheart
3481,Constructive Criticism,Sheng,1,2026-01-31T15:40:13Z,Positive,Supportive Speech,Ndio maana toxic hafuati mbogi juu ako lowkey ka warm 2,ndio <name> <name> <name> <name> <name> <name> lowkey ka warm 2
3482,Constructive Criticism,Code Switching,0,2026-01-31T15:28:04Z,Positive,Supportive Speech,Video quality💯kijana ametoka ghetto😂,video quality hundredpoints kijana ametoka ghetto facewithtearsofjoy
3483,Constructive Criticism,Code Switching,0,2026-01-31T15:22:03Z,Positive,Genuine Praise,"here b4 1 million views😎doba ni fire si fire🥵""nakitambua sihitaji hizo trophies""🔥",here b4 1 million views smilingfacewithsunglasses <name> ni fire si fire hotface nakitambua <name> <name> trophies fire
3484,Offensive,English,0,2026-01-31T15:17:19Z,Negative,Non-personal,Naughty,naughty
3485,Others,Code Switching,0,2026-01-31T15:11:21Z,Neutral,General Others,"Narudia kama uskizi Man a T.
2026 we ufai kua na kifaa......lowkey kidosii😂",narudia kama uskizi man a t. 2026 we ufai kua na kifaa .. lowkey kidosii facewithtearsofjoy
3486,Constructive Criticism,Code Switching,1,2026-01-31T15:08:30Z,Positive,Supportive Speech,bars kwa bars 🎶🎤🔊❣ lowkey,bars kwa bars musicalnotes microphone speakerhighvolume heartexclamation lowkey
3487,Constructive Criticism,Sheng,1,2026-01-31T15:04:14Z,Neutral,Performance-based,Majama pi m support huyu boy anaitwa Dossi G pale youtube 🎉🎉🎉,majama pi m support huyu boy anaitwa <name> <name> pale youtube partypopper partypopper partypopper
